"行","EPSGコード","経度","緯度","拠点番号","拠点名","町名","目　標","開設状況","開設時間","種類"
"218","EPSG:4612","139.7084768611111","35.529355861111114","川崎 9","富士見","川崎市川崎区富士見1-1-4","カルッツかわさき前","× 非開設","-","管路上"
"219","EPSG:4612","139.60824122222223","35.599521861111114","高津 7","高津区役所","川崎市高津区下作延2-8-1","高津区役所正面","× 非開設","-","管路上"
"220","EPSG:4612","139.65656708333333","35.58050386111111","中原 28","小杉小学校","川崎市中原区小杉町2-295-1","市立小杉小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"221","EPSG:4612","139.56841897222222","35.58396305555556","宮前 26","宮崎配水塔","川崎市宮前区鷺沼4-11-6","上下水道局宮崎配水塔北側","× 非開設","-","災害時注水地点併設型"
"222","EPSG:4612","139.47009547222223","35.61145375","麻生 24","黒川配水池","川崎市麻生区黒川313","上下水道局黒川配水池東側","× 非開設","-","災害時注水地点併設型"
"223","EPSG:4612","139.53384230555557","35.60580411111111","多摩 30","南生田中学校","川崎市多摩区南生田3-4-1","市立南生田中学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"224","EPSG:4612","139.6645349722222","35.57869794444444","中原 15","上丸子小学校","川崎市中原区上丸子八幡町815","市立上丸子小学校（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"225","EPSG:4612","139.6623292777778","35.547672","幸 16","夢見ヶ崎小学校","川崎市幸区南加瀬2-13-1","市立夢見ヶ崎小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"226","EPSG:4612","139.6642611388889","35.57888136111111","中原 23","上丸子小学校","川崎市中原区上丸子八幡町815","市立上丸子小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"227","EPSG:4612","139.57909744444444","35.61836566666667","多摩 28","稲田中学校","川崎市多摩区宿河原4-1-1","市立稲田中学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"228","EPSG:4612","139.7079501111111","35.52188513888889","川崎 37","田島小学校","川崎市川崎区渡田1-20-1","市立田島小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"229","EPSG:4612","139.63305419444444","35.57037588888889","高津 13","子母口","川崎市高津区子母口730","市立子母口小学校・東橘中学校北側","× 非開設","-","管路上"
"230","EPSG:4612","139.68543355555556","35.54219805555555","幸 15","戸手小学校","川崎市幸区戸手本町1-165","市立戸手小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"231","EPSG:4612","139.6323069722222","35.569776194444444","高津 20","子母口小学校・東橘中学校","川崎市高津区子母口730","市立子母口小学校・東橘中学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"232","EPSG:4612","139.5144956388889","35.60745977777778","麻生 22","百合丘小学校","川崎市麻生区百合丘2-1-2","市立百合丘小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"233","EPSG:4612","139.49993566666666","35.61155130555556","麻生 21","金程小学校","川崎市麻生区金程2-10-1","市立金程小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"234","EPSG:4612","139.68114086111112","35.54622372222222","幸 14","古川小学校","川崎市幸区古川町70","市立古川小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"235","EPSG:4612","139.52737122222223","35.60568258333333","多摩 25","高石配水塔","川崎市多摩区西生田5-28-1","上下水道局高石配水塔北側","× 非開設","-","災害時注水地点併設型"
"236","EPSG:4612","139.65512394444445","35.57659411111111","中原 7","中原区役所","川崎市中原区小杉町3-245","中原区役所北側","× 非開設","-","管路上"
"237","EPSG:4612","139.65019922222223","35.575829194444445","中原 13","今井仲町","川崎市中原区今井仲町7-1","市立今井中学校西側","× 非開設","-","管路上"
"238","EPSG:4612","139.52747616666667","35.60583038888889","多摩 8","西生田（２）","川崎市多摩区西生田5-28-1","上下水道局高石配水塔北側","× 非開設","-","管路上"
"239","EPSG:4612","139.70546625","35.52863447222222","川崎 35","宮前小学校","川崎市川崎区宮前町8-13","市立宮前小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"240","EPSG:4612","139.65958341666666","35.58580038888889","中原 22","中原中学校","川崎市中原区小杉陣屋町1-24-1","市立中原中学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"241","EPSG:4612","139.54656580555556","35.61070244444444","多摩 27","三田小学校","川崎市多摩区三田3-6-4","市立三田小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"242","EPSG:4612","139.7017796111111","35.511272166666664","川崎 36","小田小学校","川崎市川崎区小田4-12-24","市立小田小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"243","EPSG:4612","139.63213733333333","35.58152136111111","中原 21","新城小学校","川崎市中原区下新城1-15-1","市立新城小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"244","EPSG:4612","139.52362219444444","35.59870319444445","麻生 17","東百合丘（２）","川崎市麻生区東百合丘4-12-1","市立長沢中学校北側","× 非開設","-","管路上"
"245","EPSG:4612","139.7350123611111","35.533252555555556","川崎 34","大師小学校","川崎市川崎区東門前2-6-1","市立大師小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"246","EPSG:4612","139.7101916111111","35.51610327777778","川崎 33","渡田小学校","川崎市川崎区田島町14-1","市立渡田小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"247","EPSG:4612","139.5233966111111","35.63702658333333","多摩 19","菅中学校","川崎市多摩区菅城下28-1","市立菅中学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"248","EPSG:4612","139.51966730555554","35.61723327777778","麻生 16","細山","川崎市麻生区細山2-2-1","市立西生田小学校北側","× 非開設","-","管路上"
"249","EPSG:4612","139.73821530555554","35.53540711111111","川崎 31","大師河原","川崎市川崎区大師河原2-1-1","市立大師中学校西側","× 非開設","-","管路上"
"250","EPSG:4612","139.55222313888888","35.59862888888889","宮前 19","菅生（３）","川崎市宮前区菅生2-10-1","市立菅生中学校西側","× 非開設","-","管路上"
"251","EPSG:4612","139.78721016666665","35.520089166666665","川崎 1","浮島町","川崎市川崎区浮島町11-3","浮島バスターミナル前","× 非開設","-","管路上"
"252","EPSG:4612","139.55116791666666","35.629067666666664","多摩 20","中野島小学校","川崎市多摩区中野島3-12-1","市立中野島小学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"253","EPSG:4612","139.54754427777777","35.61877058333334","多摩 21","枡形（３）","川崎市多摩区枡形1-22-1","市立枡形中学校西側","× 非開設","-","管路上"
"254","EPSG:4612","139.73059111111112","35.53141322222222","川崎 16","大師公園","川崎市川崎区大師公園1","大師公園内（貯留管　容量100立方メートル）","× 非開設","-","貯留管"
"255","EPSG:4612","139.72666655555557","35.52362727777778","川崎 23","池上新町","川崎市川崎区池上新町1-2-4","市立桜本中学校西側","× 非開設","-","管路上"
"256","EPSG:4612","139.70288783333334","35.52004980555556","川崎 25","渡田向町","川崎市川崎区渡田向町11-1","市立渡田中学校東側","× 非開設","-","管路上"
"257","EPSG:4612","139.63853397222223","35.579688","中原 16","大戸小学校","川崎市中原区下小田中1-4-1","市立大戸小学校（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"258","EPSG:4612","139.58445994444443","35.589219194444446","宮前 15","宮前平","川崎市宮前区宮前平2-7","市立宮前平中学校南側","× 非開設","-","管路上"
"259","EPSG:4612","139.57001741666667","35.60422883333333","宮前 16","平","川崎市宮前区平3-15-1","市立平中学校北側","× 非開設","-","管路上"
"260","EPSG:4612","139.49937477777777","35.587687333333335","麻生 14","上麻生（３）","川崎市麻生区上麻生6-40-1","市立柿生中学校北側","× 非開設","-","管路上"
"261","EPSG:4612","139.6867393611111","35.555281083333334","幸 12","古市場小学校","川崎市幸区古市場1-1","市立古市場小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"262","EPSG:4612","139.65978144444443","35.543149416666665","幸 13","南加瀬小学校","川崎市幸区南加瀬4-24-1","市立南加瀬小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"263","EPSG:4612","139.6702588888889","35.57297769444445","中原 19","下沼部小学校","川崎市中原区下沼部1955","市立下沼部小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"264","EPSG:4612","139.64417605555556","35.57826063888889","中原 20","西中原中学校","川崎市中原区下小田中2-17-1","市立西中原中学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"265","EPSG:4612","139.56375205555557","35.58993725","宮前 20","犬蔵中学校","川崎市宮前区犬蔵1-10-1","市立犬蔵中学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"266","EPSG:4612","139.51974166666668","35.61692386111111","麻生 20","西生田小学校","川崎市麻生区細山2-2-1","市立西生田小学校内","常時使用可（避難所開設中に限る）","-","既設給水栓利用型"
"267","EPSG:4612","139.54729133333333","35.60875363888889","多摩 26","長沢配水池","川崎市多摩区三田5-1-1","上下水道局長沢浄水場北東側","× 非開設","-","災害時注水地点併設型"
"268","EPSG:4612","139.57476375","35.58154891666667","宮前 21","鷺沼配水池","川崎市宮前区土橋3-1-1","上下水道局鷺沼配水所南側","× 非開設","-","災害時注水地点併設型"
"269","EPSG:4612","139.48297833333334","35.5793765","麻生 11","岡上小学校","川崎市麻生区岡上675-１","市立岡上小学校内（貯水槽　容量60立方メートル）","× 非開設","-","貯水槽"
"270","EPSG:4612","139.7398685","35.50990575","川崎 3","水江町","川崎市川崎区水江町3-3","三菱電線工業㈱前","× 非開設","-","管路上"
"271","EPSG:4612","139.70443311111111","35.52957580555555","川崎 11","共同溝（１）","川崎市川崎区東田町8-14","ＮＴＴ川崎支店前（国道15号）","× 非開設","-","管路上"
"272","EPSG:4612","139.7228101388889","35.51941455555556","川崎 17","桜川公園","川崎市川崎区桜本1-14-3","桜川公園内","× 非開設","-","管路上"
"273","EPSG:4612","139.69871094444446","35.50965030555555","川崎 19","小田公園","川崎市川崎区小田4-20","小田公園内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"274","EPSG:4612","139.70857413888888","35.51111816666667","川崎 20","南部防災ｾﾝﾀｰ","川崎市川崎区小田7-3-1","防災センター内北側（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"275","EPSG:4612","139.7592448888889","35.49616977777778","川崎 21","東扇島","川崎市川崎区東扇島31","東扇島福利厚生センター前","× 非開設","-","管路上"
"276","EPSG:4612","139.7076456111111","35.52851502777778","川崎 22","富士見中学校","川崎市川崎区富士見2-1-2","市立富士見中学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"277","EPSG:4612","139.73633852777778","35.527757333333334","川崎 27","四谷上町","川崎市川崎区四谷上町24-1","市立南大師中学校南側","× 非開設","-","管路上"
"278","EPSG:4612","139.69027191666666","35.52269502777778","川崎 28","下並木","川崎市川崎区下並木50","市立川崎中学校東側","× 非開設","-","管路上"
"279","EPSG:4612","139.72261583333332","35.527037388888886","川崎 29","川中島中学校","川崎市川崎区藤崎2-19-1","市立川中島中学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"280","EPSG:4612","139.74622122222223","35.53300930555555","川崎 30","出来野公園","川崎市川崎区日ノ出2-17","出来野公園内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"281","EPSG:4612","139.66215608333334","35.54407997222222","幸 3","南加瀬","川崎市幸区南加瀬3-10-1","市立南加瀬中学校西側","× 非開設","-","管路上"
"282","EPSG:4612","139.67476325","35.55434325","幸 4","下平間","川崎市幸区下平間1-2","市住宅供給公社鹿島田ｸﾞﾘ-ﾝﾊｲﾂ前","× 非開設","-","管路上"
"283","EPSG:4612","139.68756480555555","35.543808166666665","幸 5","幸区役所","川崎市幸区戸手本町1-11-1","幸区役所構内","× 非開設","-","管路上"
"284","EPSG:4612","139.6931106111111","35.55213011111111","幸 6","御幸公園","川崎市幸区東古市場１","御幸公園内（貯留管　容量100立方メートル）","× 非開設","-","貯留管"
"285","EPSG:4612","139.66143575","35.554409","幸 7","北加瀬","川崎市幸区北加瀬2-3-1","市立日吉中学校前","× 非開設","-","管路上"
"286","EPSG:4612","139.66378055555555","35.54614877777778","幸 8","南加瀬五反公園","川崎市幸区南加瀬2-19-4","南加瀬五反公園内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"287","EPSG:4612","139.67961861111112","35.548554277777775","幸 9","塚越中学校","川崎市幸区塚越1-60","市立塚越中学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"288","EPSG:4612","139.69299927777777","35.532427194444445","幸 10","南河原中学校","川崎市幸区中幸町4-31","市立南河原中学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"289","EPSG:4612","139.66657744444444","35.57706286111111","中原 1","上丸子山王町","川崎市中原区上丸子山王町2-1369","上丸子山王町西交差点東側","× 非開設","-","管路上"
"290","EPSG:4612","139.64426580555556","35.578357","中原 5","下小田中","川崎市中原区下小田中2-17-1","市立西中原中学校東側","× 非開設","-","管路上"
"291","EPSG:4612","139.66870416666666","35.56691736111111","中原 11","中丸子","川崎市中原区中丸子562","市立玉川中学校東門","× 非開設","-","管路上"
"292","EPSG:4612","139.65910891666667","35.58519036111111","中原 12","小杉陣屋町","川崎市中原区小杉陣屋町1-24-1","市立中原中学校南門","× 非開設","-","管路上"
"293","EPSG:4612","139.64379913888888","35.56925138888889","中原 14","井田中学校","川崎市中原区井田杉山町11-1","市立井田中学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"294","EPSG:4612","139.67672247222222","35.556426555555554","中原 17","平間小学校","川崎市中原区上平間1480","市立平間小学校（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"295","EPSG:4612","139.6785842222222","35.55822963888889","中原 18","上平間","川崎市中原区上平間1368","市立平間中学校南側","× 非開設","-","管路上"
"296","EPSG:4612","139.61242711111112","35.58500441666666","高津 8","市民プラザ","川崎市高津区新作1-19-1","市民プラザ東門入口","× 非開設","-","管路上"
"297","EPSG:4612","139.62191025","35.571046083333336","高津 10","久末表耕地公園","川崎市高津区久末1938","久末表耕地公園内(貯水槽　容量100立方メートル)","× 非開設","-","貯水槽"
"298","EPSG:4612","139.61360758333333","35.60473833333333","高津 12","高津小学校","川崎市高津区溝口4-19-1","市立高津小学校内(貯水槽　容量100立方メートル)","× 非開設","-","貯水槽"
"299","EPSG:4612","139.60224422222223","35.609059888888886","高津 17","久地の里公園","川崎市高津区久地3-16","久地の里公園内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"300","EPSG:4612","139.57835419444444","35.589338805555556","宮前 7","宮前区役所","川崎市宮前区宮前平2-20-5","宮前区役所構内駐車場内","× 非開設","-","管路上"
"301","EPSG:4612","139.5817815","35.59828641666667","宮前 17","神木本町","川崎市宮前区神木本町5-11-1","市立向丘中学校南側","× 非開設","-","管路上"
"302","EPSG:4612","139.5230183888889","35.61465863888889","多摩 7","西生田（１）","川崎市多摩区西生田1-15-6","高石歩道橋","× 非開設","-","管路上"
"303","EPSG:4612","139.52946297222223","35.62523130555556","多摩 14","西菅公園","川崎市多摩区菅北浦4-13","西菅公園駐車場奥(貯水槽　容量100立方メートル)","× 非開設","-","貯水槽"
"304","EPSG:4612","139.52904691666666","35.623633222222225","多摩 16","菅馬場（２）","川崎市多摩区菅馬場4-1","市立南菅中学校北側","× 非開設","-","管路上"
"305","EPSG:4612","139.5803398611111","35.61273247222222","多摩 18","稲田小学校","川崎市多摩区宿河原3-18-1","市立稲田小学校内（貯水槽　容量100立方メートル）","× 非開設","-","貯水槽"
"306","EPSG:4612","139.50286647222222","35.60408486111111","麻生 2","万福寺","川崎市麻生区万福寺1-11-3","麻生警察署前交差点東側","× 非開設","-","管路上"
"307","EPSG:4612","139.51242005555557","35.57962288888889","麻生 4","王禅寺東（１）","川崎市麻生区王禅寺東5-50-46","東柿生郵便局北側","× 非開設","-","管路上"
"308","EPSG:4612","139.49949241666667","35.59220972222222","麻生 5","上麻生（１）","川崎市麻生区上麻生5-11-1","グランドメゾン上麻生前","× 非開設","-","管路上"
"309","EPSG:4612","139.47035838888888","35.611424166666666","麻生 7","栗木台","川崎市麻生区栗木台2-15-1","川崎市黒川青少年野外活動センター前","× 非開設","-","管路上"
"310","EPSG:4612","139.50625358333335","35.60379213888889","麻生 9","麻生区役所","川崎市麻生区万福寺1-5-1","麻生区役所構内","× 非開設","-","管路上"
"311","EPSG:4612","139.51277508333334","35.586647166666665","麻生 12","王禅寺東（２）","川崎市麻生区王禅寺東4-14-2","市立王禅寺中央中学校西側","× 非開設","-","管路上"
"312","EPSG:4612","139.50427191666665","35.59649347222222","麻生 13","上麻生（２）","川崎市麻生区上麻生4-39-1","市立麻生中学校北側","× 非開設","-","管路上"
